timestamp,model,task_id,prompt_tokens,response_tokens,duration_sec,cost_usd
2025-05-21T01:44:49.912653,llama3-8b,llama:11798752,613,20,1.37,0.00095
2025-05-21T01:44:54.119441,llama3-8b,llama:38124204,774,35,3.52,0.001213
2025-05-21T01:44:56.239745,llama3-8b,llama:23114860,497,16,1.69,0.00077
2025-05-21T01:44:57.777206,llama3-8b,llama:26021346,700,20,0.96,0.00108
2025-05-21T01:44:59.861591,llama3-8b,llama:3367658,585,35,1.55,0.00093
2025-05-21T01:45:02.430220,llama3-8b,llama:16133256,752,35,2.27,0.001181
2025-05-21T01:45:04.063050,llama3-8b,llama:17805045,380,16,1.2,0.000594
2025-05-21T01:45:05.475954,llama3-8b,llama:26414996,561,26,0.95,0.00088
2025-05-21T01:45:07.465807,llama3-8b,llama:30574116,614,29,1.74,0.000964
2025-05-21T01:45:09.647914,llama3-8b,llama:30691748,633,29,1.65,0.000993
2025-05-21T01:45:12.377010,llama3-8b,llama:18690111,866,38,2.14,0.001356
2025-05-21T01:45:14.148251,llama3-8b,llama:37170562,532,20,1.35,0.000828
2025-05-21T01:45:16.006417,llama3-8b,llama:33251309,548,23,1.14,0.000857
2025-05-21T01:45:19.075207,llama3-8b,llama:28093585,416,17,2.39,0.00065
2025-05-21T01:45:22.203709,llama3-8b,llama:38398814,423,16,2.71,0.000659
