run_id,role,encoder,update,schedule,seed,biored_macro_f1_ex_neg,bc5cdr_macro_f1,bc5cdr_drug_disease_f1,kb_hit_A_setvalued,kb_pmass_B_setvalued,kb_auc_C_setvalued,n_targets_evaluable
PB_PB_FT_T1F_s12,main,PB,FT,T1F,12,0.3609584593026982,0.21151454243849505,0.8067016896209002,0.47530864197530864,0.43584487264125066,0.7338197494423566,162
PB_PB_FT_T1F_s13,main,PB,FT,T1F,13,0.23643559874819778,0.22134995333079188,0.8561822936122525,0.7037037037037037,0.5189099236719172,0.8670905248069006,162
PB_PB_FT_T1F_s14,main,PB,FT,T1F,14,0.19912140528943775,0.2043777942681652,0.7528572792970616,0.1419753086419753,0.26635710521885714,0.3903947018802916,162
PB_PB_FT_T1F_s15,main,PB,FT,T1F,15,0.33098865845825876,0.20555021975215876,0.7755464011900675,0.3395061728395062,0.35898928082530834,0.6508428966188652,162
PB_PB_FT_T1F_s16,main,PB,FT,T1F,16,0.3518259461962966,0.22065994568628106,0.847129765067614,0.6851851851851852,0.5188939839732304,0.8532911175097133,162
PB_PB_FT_T1F_s17,main,PB,FT,T1F,17,0.3033884925818434,0.19313968492841005,0.7117948717948718,0.06790123456790123,0.12189823724717523,0.18476237371731594,162
PB_PB_FT_T1F_s18,main,PB,FT,T1F,18,0.34874482344698,0.2151668095422084,0.822372581257114,0.8333333333333334,0.5672121760722848,0.9352416610143378,162
PB_PB_FT_T1F_s19,main,PB,FT,T1F,19,0.33238816425908635,0.21638235580154142,0.8182697266632285,0.7839506172839507,0.5941722169662194,0.8877759431480149,162
PB_PB_FT_T1F_s20,main,PB,FT,T1F,20,0.3592701282968535,0.21644791475116046,0.818491579844047,0.43209876543209874,0.41685116696631375,0.6924862734091478,162
PB_PB_FT_T2_s01,main,PB,FT,T2,1,0.3269709953529062,0.22023745375071083,0.8384018694622051,0.6728395061728395,0.4915216103947813,0.8583343524808262,162
